nom,adresse,arrondissement,arrondissement2,telephone,prix,cuisine1,cuisine2,cuisine3,cuisine4,cuisine5,cuisine6,cuisine7
Schlouppe Bistrot Nakamichi,"2159, rue Mackay",Centre-ville,,(438) 383-7650,1,Asiatique,Japonaise,Ramen,,,,
Ubi Sushi,"72, rue St-Viateur O.",Mile-End,Le Plateau-Mont-Royal,(514) 303-7888,1.5,Sushi,,,,,,
Liquor Store,"276, rue Principale O.",Magog,,(819) 868-4279,2,Internationale,Grillades,Burgers,,,,
Bocata,"310, rue Saint-Paul O",Vieux-Montréal,,(514) 507-8727,2.5,Méditerranéenne,Espagnole,Marché,Fruits de mer/Poissons,,,
Paradise Biryani Pointe,"1439, rue St-Mathieu",Centre-ville,,(514) 935-1515,1.5,Indienne,,,,,,
Zanga Sushi,"1394, rue Beaubien E",Rosemont-Petite-Patrie,Villeray-Saint-Michel,(514) 225-3333,1,Sushi,,,,,,
Kalbi Korean BBQ Montreal,"1017, boul. St-Laurent",Quartier Chinois,Centre-ville,(514) 878-3388,1.5,Coréenne,Barbecue-BBQ,Sushi,Asiatique,,,
Grillades & Sushi,"13072, rue Sherbrooke E",RDP-Pointe-aux-Trembles,,(514) 507-2285,1.5,Sushi,,,,,,
Caractère Chinois,"1870, rue Gauthier",Le Plateau-Mont-Royal,,(514) 905-0289,2,Chinoise,,,,,,
Metsuyan Sushi,"2113, rue St-Louis",Ville Saint-Laurent,,(514) 744-2323,,Sushi,Cacher,,,,,
Dong Que,"1210, boul. Rosemont",Rosemont-Petite-Patrie,,(514) 490-0770,2,Vietnamienne,Végétarienne,,,,,
Annies Sur-Le-Lac,"76, rue Ste-Anne-de-Bellevue",Sainte-Anne-de-Bellevue,,(514) 457-0599,2,Américaine,Burgers,Fish & Chips,Sandwichs,,,
Les Entêtées,"345, boul. de l'Ange-Gardien",L'Assomption,,(450) 705-4004,1,Café,Santé,Salades,Sandwichs,,,
Les Fillettes,"1226, ave. Van Horne",Outremont,,(514) 271-7502,2.5,Bistro,,,,,,
Grégoire,"975, boul. St Jean Baptiste",Mercier,,(450) 692-5242,1,Burgers,,,,,,
Rôtisserie Gryzou,"274, boul. Olivier",Asbestos,,(819) 879-6962,1,Rôtisserie,,,,,,
Café Java Mythe,"301, rue Guizot E",Villeray-Saint-Michel,,(514) 385-5282,1,Café,Bistro,,,,,
Bob's Café,"644, rue Notre-Dame O",Vieux-Montréal,,(514) 507-7873,1.5,Bistro,Café,Sandwichs,Française,Déjeuner,Salades,Tartare
Pasta Bar Wilfrid,"1974, boul. Le Corbusier",Chomedey,,(450) 973-9131,1.5,Pâtes,,,,,,
Le Léman,"1175, boul. Robert-Bourassa",Centre-ville,,(514) 507-5274,2,Suisse,,,,,,
Les David et Goliath,"616, rue Shefford",Bromont,,(450) 534-3213,2.5,Du Terroir,Bistro,Marché,,,,
La Pineta,"760, rue Notre-Dame",Repentigny,,(450) 654-0095,1,Bistro,,,,,,
Casa Cactus,"548, route Marie Victorin",Verchères,,(438) 399-7954,1,Mexicaine,,,,,,
Le Barça,"132, Rue St-Charles-Borromée S",Joliette,,(450) 867-3771,1.5,Espagnole,Tapas,Créative,Marché,Fruits de mer/Poissons,,
Kardio Kafe,"7345, boul. St-Laurent",Petite-Italie,Rosemont-Petite-Patrie,(514) 272-0399,1,Café,,,,,,
Chez Mom's Caféteria,"10765, chemin cote-de-Liesse",Ville Saint-Laurent,,(514) 420-0620,1,Deli,,,,,,
CIAO Gelato,"115, rue Ste-Anne",Sainte-Anne-de-Bellevue,,(514) 505-1021,1,Crème glacée,,,,,,
El Maestro,"3956, boul. St-Laurent",Le Plateau-Mont-Royal,Boul. St-Laurent/Main,(514) 819-2265,1,Italienne,Canadienne,Poutine,Sandwichs,Burgers,Pâtes,
Otago,"7655, boul. Décarie",Côte-des-Neiges,,(514) 341-4040,2,Santé,,,,,,
Le Margaux,"5058, ave. du parc",Mile-End,Le Plateau-Mont-Royal,(514) 448-1598,2,Française,Marché,Tartare,,,,
Chez Catherine,"31, rue de la Commune E",Vieux-Montréal,,(514) 398-9216,1,Crème glacée,Café,Crêperie,,,,
La Broue Shop,"1950, chemin du Fer-à-Cheval",Sainte-Julie,,(450) 649-6669,,Pub Food,Poutine,Burgers,,,,
Thanjai,"4759, ave. Van Horne",Côte-des-Neiges,,(514) 419-9696,1,Indienne,,,,,,
Shakaeja,"212, ave Boyer",Lachine,,(514) 366-1331,1,Africaine,Caraïbéenne,Pizza,Burgers,,,
Chez Cook's,"5159, chemin de la Côte-des-Neiges",Côte-des-Neiges,,(514) 510-5710,1.5,Bistro,Café,,,,,
La Cuisine De Christina,"4367, boul. Notre-Dame",Chomedey,,(450) 934-8462,2,Grecque,Méditerranéenne,,,,,
La Poule Fleury,"1374, rue Fleury E",Ahuntsic-Cartierville,,(514) 381-6868,1,Déjeuner,,,,,,
L'Anecdote,"801, rue Rachel E.",Le Plateau-Mont-Royal,,(514) 526-7967,1,Burgers,Sandwichs,Déjeuner,Poutine,,,
Les Gâteries D'Oli,"7059, boul. des Forges",Trois-Rivières,,(819) 862-2169,1,Française,Pâtisserie,Desserts et Sucreries,Sandwichs,,,
Chez Lily,"971, rue St-Isidore",Saint-Lin-Laurentides,,(450) 439-2312,1,Canadienne,,,,,,
Taj Mahal de L'Inde,"4616, rue Wellington",Verdun/Lasalle,,(514) 767-3000,1.5,Indienne,,,,,,
Bâtiment B,"940, place  île des Moulins Terrebonne, Quebec j6w1E8",Terrebonne/Lachenaie,,(450) 964-3939,2,Pub Food,Américaine,Tapas,,,,
Sushi Prestige,"757, rue Legendre E.",Ahuntsic-Cartierville,,(514) 439-6665,1.5,Sushi,Asiatique,Sandwichs,Salades,Tartare,,
Dobe & Andy,"1111, rue St-Urbain",Quartier Chinois,Centre-ville,(514) 861-9958,1,Chinoise,,,,,,
Caribbean Grill,"4316, boul. Henri-Bourassa E.",Montréal-Nord,,(514) 323-3333,1,Caraïbéenne,Grillades,,,,,
Ewa's Schnitzels,"1160, rue St-Mathieu",Centre-ville,,(514) 931-3268,1,Sandwichs,,,,,,
Taormina Lounge,"2530, boul. St-Joseph",Lachine,,(514) 634-5548,2.5,Italienne,Grillades,,,,,
Costa Blanca,"454, boul. Lacombe",Le Gardeur,Repentigny,(450) 654-3445,2,Steakhouse,Fruits de mer/Poissons,,,,,
Il Capo,"78, rue Centrale",Verdun/Lasalle,,(514) 365-7070,1,Pizza,Sandwichs,Poutine,,,,
Willy's BBQ,"7070, rue Sherbrooke E",Hochelaga-Maisonneuve,Montréal-Est,(514) 899-9444,2,Barbecue-BBQ,,,,,,
Ma Tante Quiche,"2194, rue Du Centre",Pointe St-Charles,Le Sud Ouest,(438) 381-3838,1,Du Terroir,Desserts et Sucreries,Sandwichs,Déjeuner,Grilled Cheese,Café,Fish & Chips
La Taverne Monkland (Monkland Tavern),"5555, ave. de Monkland",Notre-Dame-de-Grâce (NDG),,(514) 486-5768,2,Fusion,Internationale,,,,,
Pub McCarold,"5400, chemin de la Cote-des-Neiges",Côte-des-Neiges,,(514) 344-9009,1,Pub Food,Burgers,Poutine,,,,
Dépanneur Fancé,"3764, rue St-Dominique",Le Plateau-Mont-Royal,Mile-End,,1,Café,Du Terroir,Salades,Sandwichs,Pâtisserie,,
S Lounge,"5872, rue Jean-Talon E",Anjou-St-Léonard,Montréal-Est,(514) 419-3404,1,Bistro,Café,,,,,
Le Piment Szechuan,"791, boul. Laurier",McMasterville,,(450) 464-0009,1.5,Szechuannaise,Asiatique,,,,,
Mochica,"3863, rue St-Denis",Le Plateau-Mont-Royal,Rue St-Denis,(514) 284-4448,2,Péruvienne,Latino Américaine,,,,,
Ba Mien,"5158, boul. Henri-Bourassa E",Montréal-Nord,,(514) 439-9900,1,Vietnamienne,Asiatique,,,,,
Bistro Du Routier Brossard,"2100, ave. Mario",Brossard,,(450) 904-1688,1,Internationale,Bistro,,,,,
Bistro des Artistes,"2489, rue de l'Église",Val-David,,(819) 320-0899,1,Bistro,Pâtes,Salades,,,,
Q de sac,"500, ave. du Golf",La Prairie,,(514) 877-5525,1.5,Bistro,Déjeuner,Marché,Burgers,Grillades,Sandwichs,Pâtes
Chez Stanley Resto-Bar,"1180, rue King E",Sherbrooke,,(819) 562-3350,1,Pub Food,,,,,,
Snack-Bar Santé Bonne Bouffe,"169, rue Principale",Granby,,(450) 991-6011,1,Santé,Sandwichs,Végétarienne,,,,
Au Bon Gout D'Asie,"1485, rue Saint-Antoine",Saint-Hyacinthe,,(450) 771-0888,1,Vietnamienne,Cambodgienne,Thaïlandaise,,,,
Chocolaterie Bonneau,"69, rue Fleury O",Ahuntsic-Cartierville,,(514) 419-7892,1,Crêperie,Desserts et Sucreries,Chocolaterie,,,,
Mirch Masala,"4225, boul. Samson",Chomedey,,(450) 934-8833,1,Pakistanaise,Indienne,,,,,
Saigon,"2044B, rue Metcalfe",Centre-ville,,(514) 284-9999,1,Vietnamienne,,,,,,
Samuel de Champlain,"1050, rue de la Gauchetière E.",Centre-ville,,(514) 878-9000,3,Méditerranéenne,Déjeuner,Continentale,Française,Tartare,,
Jardin de L'Orchidée,"8630, rue Sherbrooke E",Hochelaga-Maisonneuve,Montréal-Est,(514) 353-0909,1,Asiatique,Chinoise,Szechuannaise,Sushi,,,
Pizza Madona,"8657, ave. Chaumont",Anjou-St-Léonard,,(514) 351-3516,1,Pizza,,,,,,
Montréal Cuisine de Rue,"975, boul. Romeo Vachon N.",Dorval,,(514) 633-9972,1.5,Internationale,Du Terroir,Créative,,,,
Foxy's & Tops,"2965, promende St-Antoine",Boisbriand,,(450) 951-4440,2,Grillades,Pizza,Pâtes,Salades,,,
Vitalyne,"279, rue Sherbrooke O",Quartier des Spectacles,Centre-ville,(514) 439-8566,1,Santé,Bio,Maison de thé,,,,
Fondue Kim Long,"3250, boul. Crémazie E",Villeray-Saint-Michel,,(514) 728-8088,1,Chinoise,Asiatique,Fondue,,,,
Ernie & Ellie's Place,"6900, boul. Décarie",Côte-des-Neiges,Notre-Dame-de-Grâce (NDG),(514) 344-4444,2,Cacher,Asiatique,,,,,
Le Willmar,"263, boul. Brien",Le Gardeur,Repentigny,(450) 581-9455,1,Caraïbéenne,,,,,,
Solémer,"1805, rue Sauvé O, suite 101",Ahuntsic-Cartierville,,(514) 332-2255,1.5,Moyen Orientale,Fruits de mer/Poissons,Libanaise,,,,
Bistro de l'imagination,"3, chemin de Bellerive",Laval-des-Rapides,,(450) 934-0873,1,Déjeuner,,,,,,
Suisen Sushi,"2641, rue Masson",Vieux-Rosemont,Rosemont-Petite-Patrie,(514) 223-5150,1,Sushi,Asiatique,,,,,
Pub West Shefford,"1562, ave du Mont-Royal E",Le Plateau-Mont-Royal,,(514) 521-4661,,Pub Food,,,,,,
Capitaine Pouf,"300, rue Richelieu",St-Jean-Sur-Richelieu,,(450) 347-1872,1.5,Fish & Chips,Grillades,,,,,
La Tablée du Boulevard,"425, boul. Sir-Wilfrid-Laurier",Beloeil,,(450) 446-7430,1,Déjeuner,Crêperie,,,,,
Cabine Des Déjeuners,"6851, ave. Victoria",Côte-des-Neiges,,(514) 737-7575,1,Déjeuner,,,,,,
Bâteau D'Asie Lachenaie,"1741, chemin Saint-Charles",Terrebonne/Lachenaie,,(450) 492-9122,1,Asiatique,,,,,,
Hielo Resto Bar,"3575, ave. du Parc",Centre-ville,,(514) 843-3825,1.5,Pub Food,Fish & Chips,,,,,
Laloux,"250, ave. des Pins E",Le Plateau-Mont-Royal,,(514) 287-9127,3,Bistro,Française,Tartare,,,,
Star Café,"109A, chemin Lakeside",Brome-Missisquoi,,(450) 243-5222,1,Café,Déjeuner,Sandwichs,Bistro,,,
Dallas Resto Pub,"317, boul. Cartier O",Laval-des-Rapides,,(450) 668-7910,1,Américaine,,,,,,
Tandoori Night,"6775, chemin de la Côte-des-Neiges",Côte-des-Neiges,,(514) 738-2929,1,Indienne,Halal,Végétarienne,,,,
Chalet Thai,"96, rue Ste-Anne",Sainte-Anne-de-Bellevue,,(514) 457-8111,2,Thaïlandaise,,,,,,
Le Fennec,"3343, rue Jean-Talon E",Villeray-Saint-Michel,,(514) 729-1616,1,Café,,,,,,
O'Chevreuil,"62, rue Wellington N",Sherbrooke,,(819) 346-4440,2.5,Américaine,Canadienne,Fruits de mer/Poissons,,,,
Marché de la Villette,"324, rue Saint-Paul O",Vieux-Montréal,,(514) 807-8084,2,Bistro,Française,Sandwichs,Tartare,,,
Café Cherrier,"3635, rue St-Denis",Le Plateau-Mont-Royal,Rue St-Denis,(514) 843-4308,2,Bistro,Café,,,,,
Le Comptoir Charcuteries & Vins,"4807, boul. Saint-Laurent",Le Plateau-Mont-Royal,Boul. St-Laurent/Main,(514) 844-8467,2.5,Marché,Française,Tartare,,,,
Buffet Chinois Ming Wah,"1195, boul. Des Laurentides",Saint-Jérôme,,(450) 565-9020,1,Chinoise,Szechuannaise,Sushi,Canadienne,,,
Micro-Brasserie Le Baril Roulant,"2434, rue de l'Église",Val-David,,(819) 320-0069,1,Bistro,Du Terroir,,,,,
Yamato,"1970, rue Léonard-de-Vinci",Sainte-Julie,,(450) 922-6030,1,Asiatique,Fusion,Japonaise,Sushi,,,
Kalimera,"5188, ave. Gatineau",Côte-des-Neiges,,(514) 735-7083,2,Grecque,Méditerranéenne,,,,,
Déjeuner Obodum,"220A, chemin du Lac-Millette",Saint-Sauveur,,(450) 227-0458,1,Déjeuner,Bistro,,,,,
Libertine Bakehouse,"806, ave. Atwater",Saint-Henri,Petite-Bourgogne,(514) 379-3109,1,Pâtisserie,Café,Desserts et Sucreries,,,,
Carribean Tasty Treats,"4410, boul. Des Sources",Dollard-des-Ormeaux,,(514) 542-4410,1,Caraïbéenne,,,,,,
Traiteur Goosto,"4500, ave. du Parc",Mile-End,Le Plateau-Mont-Royal,(514) 439-6004,1,Internationale,Sandwichs,Déjeuner,Santé,,,
Érablière du Sanglier,"8405, chemin St-Jérusalem",Lachute,,(514) 731-0808,2,Cabane à sucre,,,,,,
La Petite Allemagne,"33, rue Principale E",Sainte-Agathe-des-Monts,,(819) 323-4433,1.5,Allemande,,,,,,
Le Château Des Grillades,"3652, rue Jarry E",Ahuntsic-Cartierville,,(514) 721-6565,1,Libanaise,Grillades,,,,,
Resto-Bar Mimosa,"40, ave. du Centenaire",Salaberry-de-Valleyfield,,(450) 373-1990,2,Du Terroir,Déjeuner,,,,,
Les Grillades Du Parc,"285, rue Notre-Dame",Repentigny,,(450) 582-3336,1.5,Steakhouse,Fruits de mer/Poissons,,,,,
Carboni,"5149, ave. du Parc",Mile-End,Outremont,(514) 277-1919,2,Italienne,Pizza,Bistro,Sandwichs,,,
Furco,"425, rue Mayor",Centre-ville,,(514) 764-3588,1,Internationale,,,,,,
Café Cosmos,"4654, chemin du Souvenir",Chomedey,,(450) 934-3929,1,Café,Sandwichs,,,,,
Les Épices de Setzchouan,"3419, ave. Papineau",Le Plateau-Mont-Royal,,(514) 523-8727,1,Asiatique,Szechuannaise,,,,,
Fusion Express,"3974, ave. Pierre-de-Coubertin",Hochelaga-Maisonneuve,,(438) 381-6628,1,Asiatique,Sushi,Vietnamienne,,,,
Kaiyo Sushi Express,"1025, boul. du Séminaire N",St-Jean-Sur-Richelieu,,(450) 376-6155,2.5,Sushi,Vietnamienne,,,,,
Bistro Du Marche,"905, rue du Marché-Central",Ahuntsic-Cartierville,,(514) 389-0376,1,Bistro,Déjeuner,,,,,
Kamehameha,,Le Village/Centre Sud,,,,Hawaïenne,Santé,Fruits de mer/Poissons,Végétarienne,Végétalienne,Poke Bowl,
Chez Bong,"1236, rue Mackay",Centre-ville,,(514) 935-8344,1.5,Coréenne,Asiatique,,,,,
Café Central Portugais,"4051, rue St Dominique",Mile-End,Le Plateau-Mont-Royal,(514) 289-9367,1,Café,,,,,,
La Maison du Bédouin,"1616, rue Ste-Catherine O",Centre-ville,,(514) 935-0236,1,Marocaine,Moyen Orientale,,,,,
Troisi,"583, montée Masson",Mascouche,,(450) 918-7868,2,Italienne,Pizza,,,,,
Diabolissimo,"1256, ave. du Mont-Royal E",Le Plateau-Mont-Royal,,(514) 528-6133,1,Italienne,,,,,,
Nero,"42, rue McGill",Vieux-Montréal,,(438) 386-6376,1.5,Tapas,,,,,,
O'Mékong,"190, boul. Antonio-Barrette",Notre-Dame-des-Prairies,,(450) 755-1170,1,Cambodgienne,Vietnamienne,Thaïlandaise,,,,
Mario Sous Marins,"938, rue de l'Église",Verdun/Lasalle,,(514) 761-2262,1,Burgers,Canadienne,,,,,
Cône Gyro Bar,"65, rue Jarry E",Villeray-Saint-Michel,Rosemont-Petite-Patrie,(438) 385-4745,,Grecque,Méditerranéenne,,,,,
Pili Pili,"1383, ave. Dollard",Verdun/Lasalle,,(514) 365-4343,1,Portugaise,,,,,,
Omda,"784, boul. Curé Labelle",Chomedey,Laval-Ouest,(450) 681-4104,2,Égyptienne,Internationale,Moyen Orientale,,,,
Alpenhaus,"1279, rue St Marc",Centre-ville,,(514) 935-2285,2,Suisse,Fondue,Allemande,Raclette,,,
Bistro Japonais Furusato,"2137, rue de Bleury",Centre-ville,,(514) 849-3438,2,Japonaise,Sushi,,,,,
Antidote Foodlab,"35, rue Belvédère N",Sherbrooke,,(819) 791-9117,2,Réconfort,,,,,,
Milly's,"1926, chemin Du Village",Mont-Tremblant,,(819) 681-0550,1.5,Du Terroir,,,,,,
Le Bourbon no. 89,"3689, boul. St-Jean",Dollard-des-Ormeaux,Pointe-Claire,(514) 624-3689,2,Fumoir-Smokehouse,Fish & Chips,Poutine,Burgers,Deli,Salades,Sandwichs
Resto Corona,"5830, rue Belanger",Anjou-St-Léonard,,(514) 259-0121,1.5,Italienne,Réconfort,Burgers,Pâtes,Pizza,Sandwichs,
Jardin Panda,"4733, boul. Samson",Chomedey,,(450) 505-1119,1,Chinoise,,,,,,
Du Parc Resto,"215, chemin Saint-Francois-Xavier",Delson,,(450) 632-7111,1,Canadienne,,,,,,
Mama Bravo,"501, boul. Grand",Île Perrot/Pincourt,,(514) 453-5656,1,Pâtes,Grillades,Pizza,Déjeuner,,,
CrocoGrill,"1500, boul. St-Elzéar O",Fabreville,Vimont,(514) 688-3330,1,Grillades,Salades,Internationale,Burgers,Déjeuner,Sandwichs,Pâtes
FlammKoeur,"305, rue Fleury O",Ahuntsic-Cartierville,,(514) 903-5427,1,Française,Crêperie,Pâtisserie,,,,
Villa Du Souvlaki,"5347, rue Sherbrooke O",Côte-des-Neiges,,(514) 489-2039,1,Grecque,,,,,,
Boran,"8305, boul. Langelier",Anjou-St-Léonard,Montréal-Est,(514) 326-4111,1,Pizza,Sandwichs,Salades,Pâtes,Burgers,,
Au Grille Pain,"5526, boul. Des Laurentides",Auteuil,Vimont,(450) 622-1400,1,Déjeuner,,,,,,
Montreal Poutine,"181, rue St-Paul E",Vieux-Montréal,,(514) 866-0008,1,Poutine,Salades,,,,,
WiAsie,"689, boul. Saint-Jean-Baptiste",Mercier,,(450) 692-2128,2,Asiatique,Sushi,Japonaise,,,,
Estiatorio Zeus,"475, ave. Dumont",Dorval,,(514) 631-4300,1,Grecque,,,,,,
Québec Deli,"590, rue Jarry E",Villeray-Saint-Michel,,(514) 273-2833,1,Canadienne,Deli,,,,,
Altitude,"300, chemin des Pléiades",Mont-Tremblant,,(819) 429-4192,3.5,Grillades,Fruits de mer/Poissons,,,,,
Sushi Kaede Lounge,"343, rue Saint-Paul E",Vieux-Montréal,,(514) 543-8274,2,Japonaise,Sushi,,,,,
Viet Gril Express,"8732, rue Hochelaga",Tétreaultville-Mercier-Est,Montréal-Est,(514) 351-4916,1,Asiatique,Vietnamienne,,,,,
Casa Vertoudos,"5, boul. Henri-Bourassa O",Ahuntsic-Cartierville,,(514) 331-2233,1,Déjeuner,Du Terroir,,,,,
Le Super Qualité - Snack Bar indien,"1211, rue Bélanger",Rosemont-Petite-Patrie,Villeray-Saint-Michel,(514) 398-0184,1,Indienne,Du Terroir,,,,,
Markina,"1360, rue Montarville",Saint-Bruno-de-Montarville,,(450) 690-1919,1,Café,Bistro,Déjeuner,,,,
Le Ranch à Tony,"1177, chemin St-Henri",Mascouche,,(450) 474-2411,1,Italienne,Pizza,,,,,
Il Circo,"1140, rue Saint-Prosper",Trois-Rivières,,(819) 374-0008,2,Italienne,Pâtes,Fruits de mer/Poissons,Déjeuner,,,
Érablière Raymond Meunier & Fils,"325, rang des 54",Richelieu,,(450) 347-0757,1.5,Cabane à sucre,,,,,,
Nori Sushi,"2967, rue Sherbrooke E",Hochelaga-Maisonneuve,Montréal-Est,(514) 527-0000,1.5,Sushi,Japonaise,,,,,
La Bruyère,"10, ave. Filion",Saint-Sauveur,,(450) 227-4447,1,Fruits de mer/Poissons,Fondue,,,,,
Nouveau Felix Pizza & Deli,"2525, rue de Salaberry",Ahuntsic-Cartierville,,(514) 333-6766,1,Deli,Sandwichs,Pizza,,,,
Vices & Versa,"6631, boul. St-Laurent",Petite-Italie,Rosemont-Petite-Patrie,(514) 272-2498,1,Du Terroir,Internationale,Bistro,Poutine,,,
La Tablée du Boulevard,"425, boul. Sir-Wilfrid-Laurier",Beloeil,,(450) 446-7430,1,Déjeuner,Crêperie,,,,,
Brûlerie Café Crème,"909, boul Roland-Therrien",Longueuil,,(450) 616-1393,1,Café,Desserts et Sucreries,Sandwichs,,,,
Taqueria La Matraca,"4607, rue St-Denis",Le Plateau-Mont-Royal,,(514) 285-0777,1.5,Mexicaine,Latino Américaine,,,,,
Sushi Newman,"7763, boul. Newman",Verdun/Lasalle,,(514) 363-8888,1,Sushi,Japonaise,,,,,
Bistro Isakaya,"3469, ave. du parc",Le Plateau-Mont-Royal,,(514) 845-8226,2,Japonaise,Bistro,,,,,
Au Festin De Babette,"4085, rue St-Denis",Le Plateau-Mont-Royal,Rue St-Denis,(514) 849-0214,1,Café,Desserts et Sucreries,,,,,
Les Zèbres,"2347, rue De l'Eglise RR 5",Val-David,,(819) 322-3196,1,Marché,,,,,,
Il Villaggio Ristorante,"3100, Rte. Harwood",Vaudreuil-Dorion,,(450) 424-1442,1,Italienne,Pizza,,,,,
Marmite Africaine,"1344, ave. Van Horne",Outremont,Mile-End,(514) 270-1919,1,Africaine,,,,,,
Les Empoteuses,"1106, rue Beaubien E",Rosemont-Petite-Patrie,,(514) 439-4886,1,Déjeuner,Sandwichs,Café,,,,
C'Chocolat,"1255, rue Bishop",Centre-ville,,(514) 392-7777,1,Chocolaterie,Desserts et Sucreries,Crêperie,,,,
Thaïlandais Batò Thaï,"1088, boul. Curé-Labelle",Blainville,,(450) 430-2888,2,Thaïlandaise,Asiatique,,,,,
Taco Loco,"173, rue St-Hubert",Pont Viau,,(450) 668-8787,1,Mexicaine,Latino Américaine,,,,,
Le St-Mark,"356, rue St-Charles O",Longueuil,Vieux Longueuil,(450) 674-9111,2,Pub Food,Burgers,Internationale,,,,
Garage Café,"275, rue Hickson",Verdun/Lasalle,,(514) 768-4630,1,Du Terroir,Café,,,,,
Pick's,"6114, chemin de la cote-Saint-Luc",Notre-Dame-de-Grâce (NDG),Côte-Saint-Luc,(514) 489-2851,1,Jamaïcaine,Exotique,Santé,,,,
Bistro de Pointe-Claire,"252, ch. du Bord du Lac",Pointe-Claire,,(514) 630-5500,,Marché,Réconfort,Bistro,,,,
Lasalle Drive-In,"8760, boul. Lasalle",Verdun/Lasalle,,(514) 365-6700,1,Deli,Pizza,,,,,
La Carreta,"350, rue Saint-Zotique E",Rosemont-Petite-Patrie,,(514) 273-8884,2,Salvadorienne,Latino Américaine,,,,,
Shalom Glatt Casher,"5390, chemin Queen-Mary",Notre-Dame-de-Grâce (NDG),Côte-des-Neiges,(514) 419-4111,1,Cacher,,,,,,
Vincent,"9590, boul. Gouin E",RDP-Pointe-aux-Trembles,,(514) 648-4428,1,Pâtes,Canadienne,,,,,
Régal d'Asie,"6299, rue St-Hubert",Rosemont-Petite-Patrie,,(514) 948-6060,1,Cambodgienne,Asiatique,Thaïlandaise,,,,
Bouillon Bilk,"1595, boul. St-Laurent",Le Plateau-Mont-Royal,Quartier des Spectacles,(514) 845-1595,2.5,Internationale,,,,,,
Jack-O,"481, rue Principale O",Magog,,(819) 843-4448,1,Italienne,Fruits de mer/Poissons,Déjeuner,,,,
Grillades Méditerranéennes,"5949, rue Jean-Talon E.",Anjou-St-Léonard,Montréal-Est,(514) 546-8325,1,Grillades,Méditerranéenne,Sandwichs,,,,
Au Pignon Vert,"135, ave. de la Providence",Lachute,,(450) 562-1400,1,Poutine,Du Terroir,Sandwichs,,,,
Le Cercle,"3000, chemin Cote Ste Catherine",Côte-des-Neiges,,(514) 340-7170,1,Du Terroir,,,,,,
Sapporo Sushi Bar,"1220, rue Yves-Blais",Terrebonne/Lachenaie,,(450) 657-7232,1.5,Sushi,Japonaise,,,,,
La Socca,"278, rue Elgar",Verdun/Lasalle,Île des Soeurs,(514) 766-2824,2,Méditerranéenne,,,,,,
Ma Poule Mouillée,"969, rue Rachel E",Le Plateau-Mont-Royal,,(514) 522-5175,1,Portugaise,Grillades,,,,,
Janick,"995, rue Richelieu",Beloeil,,(450) 714-1066,2,Marché,Française,Tartare,,,,
Crémerie Des Petites Gourmande,"990, Montée Ste Julie",Sainte-Julie,,(450) 922-8722,1,Crème glacée,,,,,,
Nagoya Sushi,"4435, rue Sainte-Catherine O",Westmount,Centre-ville,(514) 933-2575,2,Sushi,Japonaise,,,,,
Gréco,"199D, boul. Curé-Labelle",Sainte-Rose,,(450) 628-4888,2,Grecque,Méditerranéenne,Pizza,Déjeuner,,,
Chillax,"3460A, ave. du Parc",Le Plateau-Mont-Royal,,(514) 303-8889,1,Chinoise,Japonaise,Asiatique,Maison de thé,,,
Da Léonardo,"4664, boul. Bourque",Sherbrooke,,(819) 564-0666,2,Italienne,,,,,,
Sandwicherie La miette,"247, rue Victoria",Salaberry-de-Valleyfield,,(450) 377-9111,1,Sandwichs,Salades,Café,Desserts et Sucreries,,,
Café Chat L'Heureux,"172, ave. Duluth E.",Le Plateau-Mont-Royal,Avenue Duluth,(438) 333-1505,1,Café,,,,,,
La Pate D'Or,"282, rue Elgar",Verdun/Lasalle,Île des Soeurs,(514) 766-3333,1,Pizza,,,,,,
Bonne Bouffe Créole,"3715, rue Ste-Catherine E",Montréal-Est,Hochelaga-Maisonneuve,(514) 656-7347,1.5,Créole,,,,,,
New Verdun Restaurant,"5001, rue de Verdun",Verdun/Lasalle,,(514) 766-2375,1,Chinoise,Internationale,,,,,
Brasserie La Résidence,"4705, boul. St-Jean",Pierrefonds-Roxboro,,(514) 626-6803,1,Bistro,Pub Food,,,,,
Wahly,"13999, rue Notre-Dame E",RDP-Pointe-aux-Trembles,,(514) 642-2210,1,Chinoise,Polynésienne,,,,,
Sucrerie Mont-Bleu,"7792, rang de la Fresnière",Mirabel,,(450) 258-4405,2,Cabane à sucre,,,,,,
Smart Burger (Le),"896, rue Sherbrooke O",Centre-ville,,(514) 564-7099,1,Burgers,Salades,,,,,
Chows Wok,"8840, boul. Leduc",Quartier Dix30,Brossard,(450) 678-8818,1,Chinoise,Asiatique,Szechuannaise,,,,
L'Eggs-Îles,"991, rue De Gibraltar",Sherbrooke,,(819) 829-2332,1.5,Grillades,Fruits de mer/Poissons,Déjeuner,,,,
Labo Culinaire Foodlab,"1201, boul. St-Laurent",Boul. St-Laurent/Main,Quartier des Spectacles,(514) 844-2033,1,Marché,Bistro,,,,,
Dima,"1575, rue Dudemaine",Ahuntsic-Cartierville,,(514) 334-3876,1,Moyen Orientale,,,,,,
Maeli,"405B, rue Sherbrooke E",Quartier Latin,Le Plateau-Mont-Royal,(514) 600-5792,1,Thaïlandaise,Végétarienne,Asiatique,,,,
Au Petit Poucet,"1030, Rte 117",Val-David,,(819) 322-2246,2,Du Terroir,,,,,,
